"Navigate","Quick Outline","Ctrl+Shift+O","Task Markup Editor Source Context","org.eclipse.mylyn.wikitext.ui.quickOutlineCommand"
"Window","Toggle Split Editor (Horizontal)","Ctrl+_","In Windows","org.eclipse.ui.window.splitEditor"
"Git","Collapse Working Tree","Ctrl+Left","In Git Repositories View","org.eclipse.egit.ui.RepositoriesViewCollapseWorkingTree"
"Window","Next View","Ctrl+F7","In Windows","org.eclipse.ui.window.nextView"
"Run/Debug","Coverage TestNG Test","Alt+Shift+E, N","In Windows","org.eclipse.eclemma.ui.testNgShortcut.coverage"
"Navigate","Search Repository for Task","Ctrl+Shift+F12","In Windows","org.eclipse.mylyn.tasks.ui.command.searchForTask"
"Source","Quick Assist - Assign to local variable","Ctrl+2, L","Editing Java Source","org.eclipse.jdt.ui.correction.assignToLocal.assist"
"Run/Debug","Previous Page of Memory","Ctrl+Shift+,","In Table Memory Rendering","org.eclipse.debug.ui.command.prevpage"
"Refactor - Java","Extract Method","Alt+Shift+M","In Windows","org.eclipse.jdt.ui.edit.text.java.extract.method"
"Window","Previous View","Ctrl+Shift+F7","In Windows","org.eclipse.ui.window.previousView"
"Edit","Remove Block Comment","Ctrl+Shift+\","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.remove.block.comment"
"Navigate","Next Tab","Ctrl+PageDown","In Dialogs and Windows","org.eclipse.ui.navigate.nextTab"
"Navigate","Show In Breadcrumb","Alt+Shift+B","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.gotoBreadcrumb"
"Text Editing","Select Line End","Shift+End","Editing Text","org.eclipse.ui.edit.text.select.lineEnd"
"Text Editing","Select Previous Word","Ctrl+Shift+Left","Editing Text","org.eclipse.ui.edit.text.select.wordPrevious"
"Navigate","Expand All","Ctrl+Shift+Numpad_Multiply","In Windows","org.eclipse.ui.navigate.expandAll"
"Task Editor","Maximize Part","Ctrl+Shift+M","In Tasks Editor","org.eclipse.mylyn.tasks.ui.command.maximizePart"
"Views","Show View","Alt+Shift+Q, Q","In Windows","org.eclipse.ui.views.showView"
"Navigate","Open Structure","Ctrl+F3","Editing Java Source","org.eclipse.jdt.ui.navigate.java.open.structure"
"Text Editing","Toggle Overwrite","Insert","Editing Text","org.eclipse.ui.edit.text.toggleOverwrite"
"Window","Previous Editor","Ctrl+Shift+F6","In Windows","org.eclipse.ui.window.previousEditor"
"Navigate","Collapse All","Ctrl+Shift+Numpad_Divide","In Windows","org.eclipse.ui.navigate.collapseAll"
"Refactor - Java","Show Refactor Quick Menu","Alt+Shift+T","In Windows","org.eclipse.jdt.ui.edit.text.java.refactor.quickMenu"
"Run/Debug","Debug JUnit Test","Alt+Shift+D, T","In Windows","org.eclipse.jdt.junit.junitShortcut.debug"
"Run/Debug","Debug Ant Build","Alt+Shift+D, Q","In Windows","org.eclipse.ant.ui.antShortcut.debug"
"Source","Quick Assist - Assign to field","Ctrl+2, F","Editing Java Source","org.eclipse.jdt.ui.correction.assignToField.assist"
"Search","Find Text in Workspace","Ctrl+Alt+G","In Windows","org.eclipse.search.ui.performTextSearchWorkspace"
"Source","Add Text Block","Ctrl+Shift+'","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.add.textblock"
"Task Repositories","Mark Task Read","Alt+Shift+R","In Tasks View","org.eclipse.mylyn.tasks.ui.command.markTaskRead"
"Run/Debug","Debug Java Applet","Alt+Shift+D, A","In Windows","org.eclipse.jdt.debug.ui.javaAppletShortcut.debug"
"Window","Next Editor","Ctrl+F6","In Windows","org.eclipse.ui.window.nextEditor"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View","org.eclipse.debug.ui.commands.addMemoryMonitor"
"Navigate","Open Declaration","F3","In Windows","org.eclipse.jdt.ui.edit.text.java.open.editor"
"Task Repositories","Show Tooltip Description","F4","In Tasks View","org.eclipse.mylyn.tasks.ui.command.showToolTip"
"Text Editing","Previous Word","Ctrl+Left","Editing Text","org.eclipse.ui.edit.text.goto.wordPrevious"
"Navigate","Previous Edit Location","Ctrl+Q","In Windows","org.eclipse.ui.edit.text.gotoLastEditPosition"
"Git","Pull","Ctrl+Shift+U","In Windows","org.eclipse.egit.ui.team.Pull"
"Navigate","Open Resource","Ctrl+Shift+R","In Windows","org.eclipse.ui.navigate.openResource"
"Run/Debug","Resume","F8","Debugging","org.eclipse.debug.ui.commands.Resume"
"Text Editing","Show Tooltip Description","F2","Editing Text","org.eclipse.ui.edit.text.showInformation"
"Window","Show Key Assist","Ctrl+Shift+L","In Dialogs and Windows","org.eclipse.ui.window.showKeyAssist"
"Search","References in Project","Ctrl+Shift+G","In Windows","org.eclipse.jdt.ui.edit.text.java.search.references.in.project"
"Views","Show View (Cheat Sheets)","Alt+Shift+Q, H","In Windows","org.eclipse.ui.views.showView"
"Navigate","Show In...","Alt+Shift+W","In Windows","org.eclipse.ui.navigate.showInQuickMenu"
"Text Editing","Move Lines Up","Alt+Up","Editing Text","org.eclipse.ui.edit.text.moveLineUp"
"Views","Show View (Type Hierarchy)","Alt+Shift+Q, T","In Windows","org.eclipse.ui.views.showView"
"File","Refresh","F5","In Windows","org.eclipse.ui.file.refresh"
"Git","Branch","Ctrl+Shift+S","In Windows","org.eclipse.egit.ui.team.Branch"
"Text Editing","To Upper Case","Ctrl+Shift+X","Editing Text","org.eclipse.ui.edit.text.upperCase"
"File","New menu","Alt+Shift+N","In Windows","org.eclipse.ui.file.newQuickMenu"
